match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2019-03-24,Kolkata Knight Riders,Eden Gardens,40,24,2,2,166.67,not out,3
8,2019-03-29,Rajasthan Royals,Rajiv Gandhi International Stadium,35,15,1,3,233.33,c P Chopra b S Gopal,4
11,2019-03-31,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,9,3,0,1,300.0,run out (),3
16,2019-04-04,Delhi Capitals,Arun Jaitley Stadium,16,21,1,0,76.19,c SS Iyer b AR Patel,3
19,2019-04-06,Mumbai Indians,Rajiv Gandhi International Stadium,5,10,1,0,50.0,c HH Pandya b AS Joseph,3
22,2019-04-08,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,26,27,2,0,96.3,c KL Rahul b R Ashwin,3
30,2019-04-14,Delhi Capitals,Rajiv Gandhi International Stadium,1,2,0,0,50.0,c RR Pant b K Rabada,5
33,2019-04-17,Chennai Super Kings,Rajiv Gandhi International Stadium,7,11,0,0,63.64,c SW Billings b Imran Tahir,4
41,2019-04-23,Chennai Super Kings,MA Chidambaram Stadium,26,20,2,1,130.0,c RA Jadeja b DL Chahar,4
45,2019-04-27,Rajasthan Royals,Sawai Mansingh Stadium,8,10,0,0,80.0,c JD Unadkat b VR Aaron,4
48,2019-04-29,Kings XI Punjab,Rajiv Gandhi International Stadium,7,4,0,0,175.0,not out,7
51,2019-05-02,Mumbai Indians,Wankhede Stadium,12,17,0,0,70.59,c KA Pollard b KH Pandya,5
54,2019-05-04,Royal Challengers Bangalore,M.Chinnaswamy Stadium,27,18,0,3,150.0,c C de Grandhomme b Washington Sundar,5
58,2019-05-08,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,11,2,2,227.27,c AR Patel b TA Boult,5
