innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,PA Patel,42,6.4
1,Mumbai Indians,2,UBT Chand,49,7.6
1,Mumbai Indians,3,LMP Simmons,100,13.3
1,Mumbai Indians,4,RG Sharma,108,14.5
1,Mumbai Indians,5,AT Rayudu,126,17.4
1,Mumbai Indians,6,Harbhajan Singh,128,18.3
1,Mumbai Indians,7,KA Pollard,149,20.1
1,Mumbai Indians,8,R Vinay Kumar,149,20.2
2,Sunrisers Hyderabad,1,DA Warner,45,5.6
2,Sunrisers Hyderabad,2,S Dhawan,52,6.6
2,Sunrisers Hyderabad,3,NV Ojha,68,9.4
2,Sunrisers Hyderabad,4,KL Rahul,104,15.5
2,Sunrisers Hyderabad,5,RS Bopara,126,18.4
2,Sunrisers Hyderabad,6,GH Vihari,127,19.1
2,Sunrisers Hyderabad,7,P Kumar,127,19.3
2,Sunrisers Hyderabad,8,DW Steyn,127,19.4
