match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
17,2009-04-27,Kolkata Knight Riders,St George's Park,2.0,0,11,0,5.5,1,0,0
20,2009-04-29,Kings XI Punjab,Kingsmead,1.0,0,7,0,7.0,0,1,0
28,2009-05-03,Royal Challengers Bangalore,New Wanderers Stadium,2.0,0,21,0,10.5,2,0,0
35,2009-05-08,Delhi Daredevils,Buffalo Park,1.0,0,19,0,19.0,1,0,0
