match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2014-04-16,Kolkata Knight Riders,Sheikh Zayed Stadium,2,8,0,0,25.0,b SP Narine,6
5,2014-04-19,Royal Challengers Bangalore,Dubai International Cricket Stadium,18,19,2,0,94.74,c V Kohli b MA Starc,6
13,2014-04-25,Chennai Super Kings,Dubai International Cricket Stadium,39,31,3,1,125.81,run out (R Ashwin),3
16,2014-04-27,Delhi Daredevils,Sharjah Cricket Stadium,13,14,2,0,92.86,c Q de Kock b JD Unadkat,3
20,2014-04-30,Sunrisers Hyderabad,Dubai International Cricket Stadium,1,8,0,0,12.5,c NV Ojha b DW Steyn,3
22,2014-05-03,Kings XI Punjab,Wankhede Stadium,35,25,3,2,140.0,c DA Miller b R Dhawan,5
27,2014-05-06,Royal Challengers Bangalore,Wankhede Stadium,6,4,0,1,150.0,c V Kohli b YS Chahal,5
33,2014-05-10,Chennai Super Kings,Wankhede Stadium,18,6,0,2,300.0,not out,6
40,2014-05-14,Kolkata Knight Riders,Barabati Stadium,18,12,1,1,150.0,c PP Chawla b M Morkel,5
56,2014-05-25,Rajasthan Royals,Wankhede Stadium,95,44,9,6,215.91,not out,3
58,2014-05-28,Chennai Super Kings,Brabourne Stadium,20,10,1,2,200.0,c IC Pandey b R Ashwin,3
