match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
9,2018-04-14,Mumbai Indians,Wankhede Stadium,3.0,0,21,0,7.0,5,1,0
19,2018-04-21,Royal Challengers Bangalore,M.Chinnaswamy Stadium,2.0,0,13,1,6.5,6,1,0
22,2018-04-23,Kings XI Punjab,Arun Jaitley Stadium,1.0,0,4,0,4.0,2,0,0
26,2018-04-27,Kolkata Knight Riders,Arun Jaitley Stadium,2.0,0,22,2,11.0,3,0,0
30,2018-04-30,Chennai Super Kings,Maharashtra Cricket Association Stadium,1.0,0,5,1,5.0,2,0,0
32,2018-05-02,Rajasthan Royals,Arun Jaitley Stadium,1.0,0,21,1,21.0,1,0,0
36,2018-05-05,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,1.0,0,4,0,4.0,2,0,0
42,2018-05-10,Sunrisers Hyderabad,Arun Jaitley Stadium,1.0,0,9,0,9.0,1,0,0
52,2018-05-18,Chennai Super Kings,Arun Jaitley Stadium,2.0,0,14,0,7.0,4,0,0
55,2018-05-20,Mumbai Indians,Arun Jaitley Stadium,2.0,0,19,0,9.5,6,0,0
