innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,P Simran Singh,3,1.3
1,Punjab Kings,2,C Connolly,185,14.5
1,Punjab Kings,3,Priyansh Arya,187,15.2
1,Punjab Kings,4,SS Iyer,193,16.2
1,Punjab Kings,5,N Wadhera,208,17.5
1,Punjab Kings,6,Shashank Singh,252,20.4
1,Punjab Kings,7,MP Stoinis,254,20.6
2,Lucknow Super Giants,1,A Badoni,61,6.6
2,Lucknow Super Giants,2,MR Marsh,109,12.1
2,Lucknow Super Giants,3,RR Pant,128,13.4
2,Lucknow Super Giants,4,N Pooran,139,15.2
2,Lucknow Super Giants,5,AK Markram,199,20.5
