innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Punjab Kings,death,61,4,30,12.2,9,9
1,Punjab Kings,middle,130,2,54,14.44,18,7
1,Punjab Kings,powerplay,63,1,36,10.5,10,15
2,Lucknow Super Giants,death,58,1,30,11.6,8,7
2,Lucknow Super Giants,middle,81,3,54,9.0,7,11
2,Lucknow Super Giants,powerplay,61,1,36,10.17,10,14
