innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Punjab Kings,1,Priyansh Arya,1,2,P Simran Singh,0,1,3,3
1,Punjab Kings,2,C Connolly,87,46,Priyansh Arya,92,34,182,80
1,Punjab Kings,3,SS Iyer,2,2,Priyansh Arya,0,1,2,3
1,Punjab Kings,4,MP Stoinis,3,2,SS Iyer,3,4,6,6
1,Punjab Kings,5,N Wadhera,13,7,MP Stoinis,2,2,15,9
1,Punjab Kings,6,Shashank Singh,17,6,MP Stoinis,23,11,44,17
1,Punjab Kings,7,M Jansen,1,1,MP Stoinis,1,1,2,2
1,Punjab Kings,8,M Jansen,1,1,MP Stoinis,1,1,2,2
2,Lucknow Super Giants,1,MR Marsh,24,15,A Badoni,35,21,61,36
2,Lucknow Super Giants,2,MR Marsh,16,13,RR Pant,29,18,48,31
2,Lucknow Super Giants,3,N Pooran,3,4,RR Pant,14,5,19,9
2,Lucknow Super Giants,4,AK Markram,5,5,N Pooran,6,5,11,10
2,Lucknow Super Giants,5,MD Choudhary,21,17,AK Markram,37,17,60,33
2,Lucknow Super Giants,6,Himmat Singh,1,1,MD Choudhary,0,0,1,1
