innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Lucknow Super Giants,A Badoni,1.0,0,14,0,14.0,0,0,0
1,Lucknow Super Giants,AK Markram,1.0,0,32,0,32.0,0,1,0
1,Lucknow Super Giants,Avesh Khan,3.0,0,46,0,15.33,4,0,0
1,Lucknow Super Giants,M Siddharth,3.0,0,35,2,11.67,2,0,0
1,Lucknow Super Giants,Mohammed Shami,4.0,0,56,1,14.0,7,5,0
1,Lucknow Super Giants,Mohsin Khan,4.0,0,43,1,10.75,8,0,0
1,Lucknow Super Giants,Prince Yadav,4.0,0,25,2,6.25,10,0,0
2,Punjab Kings,Arshdeep Singh,4.0,0,41,1,10.25,8,1,0
2,Punjab Kings,M Jansen,4.0,0,37,2,9.25,5,0,0
2,Punjab Kings,Vijaykumar Vyshak,4.0,0,30,1,7.5,9,3,1
2,Punjab Kings,XC Bartlett,4.0,0,54,0,13.5,6,2,0
2,Punjab Kings,YS Chahal,4.0,0,36,1,9.0,4,0,0
