innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,12,6,Punjab Kings,N Pooran,YS Chahal,K Kelkar,wicket,struck down,False
2,13,4,Lucknow Super Giants,RR Pant,Arshdeep Singh,J Madanagopal,wicket,struck down,False
