match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2008-04-19,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,42,1,10.5,6,2,0
8,2008-04-23,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",4.0,0,18,1,4.5,12,0,1
11,2008-04-26,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",4.0,0,40,2,10.0,9,0,1
15,2008-04-28,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,34,3,8.5,10,0,0
20,2008-05-02,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",4.0,0,39,1,9.75,8,1,0
24,2008-05-04,Rajasthan Royals,Sawai Mansingh Stadium,3.0,0,25,0,8.33,7,0,0
26,2008-05-06,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",3.0,0,15,1,5.0,9,0,0
28,2008-05-08,Delhi Daredevils,Feroz Shah Kotla,4.0,0,36,1,9.0,5,1,0
31,2008-05-10,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",4.0,0,38,1,9.5,11,0,0
36,2008-05-14,Mumbai Indians,Wankhede Stadium,3.0,0,31,0,10.33,10,3,0
41,2008-05-18,Kolkata Knight Riders,Eden Gardens,4.0,0,17,0,4.25,13,0,0
46,2008-05-21,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",4.0,0,11,2,2.75,13,1,0
49,2008-05-24,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",3.0,0,32,0,10.67,5,0,0
54,2008-05-27,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",4.0,0,21,1,5.25,12,0,0
58,2008-05-31,Kings XI Punjab,Wankhede Stadium,4.0,1,14,2,3.5,16,1,0
59,2008-06-01,Rajasthan Royals,Dr DY Patil Sports Academy,4.0,0,30,1,7.5,8,0,0
