match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2022-03-27,Delhi Capitals,"Brabourne Stadium, Mumbai",7,2,0,1,350.0,not out,7
9,2022-04-02,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",0,1,0,0,0.0,c JC Buttler b YS Chahal,7
33,2022-04-21,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",5,3,1,0,166.67,lbw b DJ Bravo,8
37,2022-04-24,Lucknow Super Giants,"Wankhede Stadium, Mumbai",3,7,0,0,42.86,c Ravi Bishnoi b KH Pandya,7
44,2022-04-30,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",6,1,0,1,600.0,not out,7
51,2022-05-06,Gujarat Titans,"Brabourne Stadium, Mumbai",0,2,0,0,0.0,c Rashid Khan b LH Ferguson,7
56,2022-05-09,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",1,2,0,0,50.0,c SP Jackson b PJ Cummins,7
59,2022-05-12,Chennai Super Kings,"Wankhede Stadium, Mumbai",1,6,0,0,16.67,lbw b Mukesh Choudhary,3
65,2022-05-17,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",15,11,0,1,136.36,c PK Garg b Umran Malik,3
69,2022-05-21,Delhi Capitals,"Wankhede Stadium, Mumbai",0,1,0,0,0.0,not out,7
