match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2022-03-27,Delhi Capitals,"Brabourne Stadium, Mumbai",4.0,0,57,0,14.25,4,2,0
9,2022-04-02,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",4.0,0,32,0,8.0,10,2,0
14,2022-04-06,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",3.0,0,50,1,16.67,4,0,1
33,2022-04-21,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",4.0,0,30,4,7.5,12,1,0
37,2022-04-24,Lucknow Super Giants,"Wankhede Stadium, Mumbai",4.0,0,40,1,10.0,9,4,0
44,2022-04-30,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",4.0,0,32,1,8.0,10,2,0
51,2022-05-06,Gujarat Titans,"Brabourne Stadium, Mumbai",3.0,0,18,0,6.0,9,0,0
56,2022-05-09,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",4.0,0,26,1,6.5,13,3,0
59,2022-05-12,Chennai Super Kings,"Wankhede Stadium, Mumbai",4.0,0,16,3,4.0,18,6,0
65,2022-05-17,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",4.0,0,39,1,9.75,7,0,0
69,2022-05-21,Delhi Capitals,"Wankhede Stadium, Mumbai",4.0,0,30,1,7.5,9,1,0
