match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
18,2021-04-24,Rajasthan Royals,"Wankhede Stadium, Mumbai",4.0,0,19,1,4.75,15,3,0
21,2021-04-26,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",4.0,0,13,1,3.25,14,1,0
25,2021-04-29,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",1.0,0,25,0,25.0,0,1,0
45,2021-10-01,Punjab Kings,Dubai International Cricket Stadium,4.0,0,31,1,7.75,11,0,0
49,2021-10-03,Sunrisers Hyderabad,Dubai International Cricket Stadium,4.0,0,29,2,7.25,12,0,1
54,2021-10-07,Rajasthan Royals,Sharjah Cricket Stadium,3.1,1,21,4,6.63,10,0,0
58,2021-10-11,Royal Challengers Bangalore,Sharjah Cricket Stadium,4.0,0,36,0,9.0,6,2,2
59,2021-10-13,Delhi Capitals,Sharjah Cricket Stadium,4.0,0,27,1,6.75,9,1,0
60,2021-10-15,Chennai Super Kings,Dubai International Cricket Stadium,4.0,0,32,1,8.0,8,0,0
