match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2025-03-22,Kolkata Knight Riders,"Eden Gardens, Kolkata",3.0,0,25,1,8.33,7,0,0
8,2025-03-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,18,2,6.0,6,0,0
14,2025-04-02,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",3.0,0,20,0,6.67,7,0,0
20,2025-04-07,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,46,2,11.5,8,0,0
24,2025-04-10,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",3.5,0,45,1,11.74,5,2,0
28,2025-04-13,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,36,1,9.0,8,0,0
34,2025-04-18,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",2.1,0,18,0,8.31,5,2,0
37,2025-04-20,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2.0,0,22,0,11.0,3,0,0
42,2025-04-24,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",3.0,0,33,1,11.0,4,1,0
46,2025-04-27,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,42,1,10.5,10,1,1
52,2025-05-03,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",4.0,0,41,1,10.25,4,0,1
65,2025-05-23,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,0,36,0,12.0,4,0,1
70,2025-05-27,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,0,44,0,14.67,2,1,0
71,2025-05-29,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4.0,0,26,2,6.5,11,0,1
74,2025-06-03,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",3.0,0,18,1,6.0,7,0,0
