innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,V Kohli,62,9.6
1,Royal Challengers Bangalore,2,Anuj Rawat,75,12.4
1,Royal Challengers Bangalore,3,GJ Maxwell,80,13.4
1,Royal Challengers Bangalore,4,SS Prabhudessai,90,15.3
1,Royal Challengers Bangalore,5,F du Plessis,109,17.5
1,Royal Challengers Bangalore,6,MK Lomror,114,18.5
1,Royal Challengers Bangalore,7,KD Karthik,117,19.4
1,Royal Challengers Bangalore,8,KV Sharma,121,20.2
1,Royal Challengers Bangalore,9,Mohammed Siraj,121,20.3
2,Lucknow Super Giants,1,KR Mayers,0,1.2
2,Lucknow Super Giants,2,KH Pandya,19,4.3
2,Lucknow Super Giants,3,A Badoni,21,5.1
2,Lucknow Super Giants,4,DJ Hooda,27,6.1
2,Lucknow Super Giants,5,N Pooran,38,7.6
2,Lucknow Super Giants,6,MP Stoinis,65,11.4
2,Lucknow Super Giants,7,K Gowtham,66,12.1
2,Lucknow Super Giants,8,Ravi Bishnoi,77,15.4
2,Lucknow Super Giants,9,Naveen-ul-Haq,103,19.4
2,Lucknow Super Giants,10,A Mishra,108,20.5
