innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,2,5,Sunrisers Hyderabad,E Lewis,Washington Sundar,Navdeep Singh,,struck down,True
1,19,1,Lucknow Super Giants,KL Rahul,T Natarajan,J Madanagopal,,struck down,False
