innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,Q de Kock,8,2.4
1,Lucknow Super Giants,2,E Lewis,16,4.1
1,Lucknow Super Giants,3,MK Pandey,27,5.5
1,Lucknow Super Giants,4,DJ Hooda,114,16.1
1,Lucknow Super Giants,5,KL Rahul,144,19.1
1,Lucknow Super Giants,6,KH Pandya,150,19.4
1,Lucknow Super Giants,7,A Badoni,169,20.6
2,Sunrisers Hyderabad,1,KS Williamson,25,4.3
2,Sunrisers Hyderabad,2,Abhishek Sharma,38,6.1
2,Sunrisers Hyderabad,3,AK Markram,82,11.1
2,Sunrisers Hyderabad,4,RA Tripathi,95,14.1
2,Sunrisers Hyderabad,5,N Pooran,143,18.3
2,Sunrisers Hyderabad,6,Abdul Samad,143,18.4
2,Sunrisers Hyderabad,7,Washington Sundar,154,20.1
2,Sunrisers Hyderabad,8,B Kumar,156,20.4
2,Sunrisers Hyderabad,9,R Shepherd,157,20.6
