innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Gujarat Titans,1,WP Saha,11,13,Shubman Gill,13,5,29,18
1,Gujarat Titans,2,Shubman Gill,13,11,KS Williamson,26,22,40,33
1,Gujarat Titans,3,B Sai Sudharsan,33,19,Shubman Gill,20,13,53,32
1,Gujarat Titans,4,V Shankar,8,10,Shubman Gill,34,13,42,23
1,Gujarat Titans,5,R Tewatia,23,8,Shubman Gill,9,6,35,14
2,Punjab Kings,1,S Dhawan,1,2,JM Bairstow,12,5,13,7
2,Punjab Kings,2,P Simran Singh,24,16,JM Bairstow,10,8,35,24
2,Punjab Kings,3,SM Curran,3,5,P Simran Singh,11,8,16,13
2,Punjab Kings,4,Sikandar Raza,3,5,SM Curran,2,3,6,8
2,Punjab Kings,5,Shashank Singh,26,11,Sikandar Raza,12,11,41,22
2,Punjab Kings,6,JM Sharma,16,8,Shashank Singh,22,11,39,19
2,Punjab Kings,7,Ashutosh Sharma,31,17,Shashank Singh,9,5,43,22
2,Punjab Kings,8,Harpreet Brar,1,2,Shashank Singh,4,2,7,4
