innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,2,1,Gujarat Titans,WP Saha,Arshdeep Singh,VA Kulkarni,wicket,upheld,False
2,10,4,Gujarat Titans,Shashank Singh,Noor Ahmad,Nitin Menon,wicket,struck down,False
2,20,5,Gujarat Titans,Shashank Singh,DG Nalkande,Nitin Menon,wicket,struck down,False
