innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Punjab Kings,Arshdeep Singh,4.0,0,33,0,8.25,5,0,0
1,Punjab Kings,HV Patel,4.0,0,44,1,11.0,3,3,0
1,Punjab Kings,Harpreet Brar,4.0,0,33,1,8.25,10,0,0
1,Punjab Kings,K Rabada,4.0,0,44,2,11.0,6,1,0
1,Punjab Kings,SM Curran,2.0,0,18,0,9.0,3,0,0
1,Punjab Kings,Sikandar Raza,2.0,0,22,0,11.0,2,0,0
2,Gujarat Titans,Azmatullah Omarzai,4.0,0,41,1,10.25,5,1,0
2,Gujarat Titans,DG Nalkande,0.5,0,6,1,7.2,2,1,0
2,Gujarat Titans,MM Sharma,4.0,0,38,1,9.5,5,0,0
2,Gujarat Titans,Noor Ahmad,4.0,0,32,2,8.0,9,2,0
2,Gujarat Titans,Rashid Khan,4.0,0,40,1,10.0,5,0,0
2,Gujarat Titans,UT Yadav,3.0,0,35,1,11.67,6,0,0
