match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
18,2021-04-24,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",22,17,5,0,129.41,c KL Nagarkoti b Shivam Mavi,2
24,2021-04-29,Mumbai Indians,"Arun Jaitley Stadium, Delhi",32,20,2,2,160.0,c & b RD Chahar,2
28,2021-05-02,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",12,13,2,0,92.31,lbw b Rashid Khan,2
32,2021-09-21,Punjab Kings,Dubai International Cricket Stadium,49,36,6,2,136.11,c MA Agarwal b Harpreet Brar,2
36,2021-09-25,Delhi Capitals,"Zayed Cricket Stadium, Abu Dhabi",5,4,0,0,125.0,c RR Pant b A Nortje,2
40,2021-09-27,Sunrisers Hyderabad,Dubai International Cricket Stadium,36,23,5,1,156.52,b Sandeep Sharma,2
43,2021-09-29,Royal Challengers Bangalore,Dubai International Cricket Stadium,31,22,3,2,140.91,c Mohammed Siraj b DT Christian,2
47,2021-10-02,Chennai Super Kings,"Zayed Cricket Stadium, Abu Dhabi",50,21,6,3,238.1,c MS Dhoni b KM Asif,2
51,2021-10-05,Mumbai Indians,Sharjah Cricket Stadium,12,9,3,0,133.33,c Ishan Kishan b NM Coulter-Nile,2
54,2021-10-07,Kolkata Knight Riders,Sharjah Cricket Stadium,0,3,0,0,0.0,b Shakib Al Hasan,1
