innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Deccan Chargers,AC Gilchrist,23,22,1,2,104.55,c Mohammad Hafeez b M Kartik,1
1,Deccan Chargers,Y Venugopal Rao,14,14,1,0,100.0,c M Kartik b I Sharma,2
1,Deccan Chargers,VVS Laxman,0,6,0,0,0.0,c LR Shukla b AB Dinda,3
1,Deccan Chargers,A Symonds,32,39,2,2,82.05,c DJ Hussey b AB Agarkar,4
1,Deccan Chargers,RG Sharma,0,3,0,0,0.0,c WP Saha b M Kartik,5
1,Deccan Chargers,SB Styris,6,7,1,0,85.71,b Mohammad Hafeez,6
1,Deccan Chargers,AS Yadav,10,10,0,1,100.0,c AB Dinda b DJ Hussey,7
1,Deccan Chargers,SB Bangar,14,10,1,1,140.0,c WP Saha b M Kartik,8
1,Deccan Chargers,WPUJC Vaas,0,1,0,0,0.0,c SC Ganguly b AB Agarkar,9
1,Deccan Chargers,RP Singh,1,2,0,0,50.0,not out,10
1,Deccan Chargers,PP Ojha,0,0,0,0,0.0,"run out (Mohammad Hafeez, WP Saha)",11
2,Kolkata Knight Riders,WP Saha,10,17,1,0,58.82,c SB Styris b WPUJC Vaas,1
2,Kolkata Knight Riders,BB McCullum,5,5,1,0,100.0,c RG Sharma b RP Singh,2
2,Kolkata Knight Riders,RT Ponting,0,1,0,0,0.0,lbw b WPUJC Vaas,3
2,Kolkata Knight Riders,SC Ganguly,14,30,1,0,46.67,b PP Ojha,4
2,Kolkata Knight Riders,DJ Hussey,38,43,1,3,88.37,not out,5
2,Kolkata Knight Riders,Mohammad Hafeez,13,13,1,1,100.0,c A Symonds b PP Ojha,6
2,Kolkata Knight Riders,LR Shukla,4,6,0,0,66.67,not out,7
