match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2013-04-05,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",7,4,1,0,175.0,not out,7
7,2013-04-07,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",14,12,0,1,116.67,c V Kohli b R Vinay Kumar,8
9,2013-04-09,Royal Challengers Bangalore,M Chinnaswamy Stadium,3,4,0,0,75.0,b RP Singh,6
14,2013-04-12,Delhi Daredevils,Feroz Shah Kotla,16,9,2,0,177.78,b M Morkel,7
17,2013-04-14,Kolkata Knight Riders,Eden Gardens,4,5,0,0,80.0,b SMSM Senanayake,6
22,2013-04-17,Pune Warriors,Maharashtra Cricket Association Stadium,19,15,0,1,126.67,not out,9
25,2013-04-19,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",7,7,1,0,100.0,not out,7
34,2013-04-25,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",36,16,2,3,225.0,not out,8
36,2013-04-27,Rajasthan Royals,Sawai Mansingh Stadium,14,11,1,0,127.27,c AM Rahane b STR Binny,9
48,2013-05-04,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",5,6,1,0,83.33,c KM Jadhav b A Nehra,3
