innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Lucknow Super Giants,1,KL Rahul,23,23,KR Mayers,29,23,53,46
1,Lucknow Super Giants,2,DJ Hooda,2,3,KL Rahul,7,3,9,6
1,Lucknow Super Giants,3,KH Pandya,18,17,KL Rahul,24,18,48,34
1,Lucknow Super Giants,4,N Pooran,0,1,KL Rahul,0,0,1,1
1,Lucknow Super Giants,5,MP Stoinis,15,11,KL Rahul,14,9,31,20
1,Lucknow Super Giants,6,A Badoni,2,2,KL Rahul,6,3,8,5
1,Lucknow Super Giants,7,K Gowtham,1,2,A Badoni,1,3,4,5
1,Lucknow Super Giants,8,Yudhvir Singh,0,1,A Badoni,0,0,0,1
1,Lucknow Super Giants,9,Ravi Bishnoi,3,1,A Badoni,2,1,5,2
2,Punjab Kings,1,Atharva Taide,0,3,P Simran Singh,0,0,0,3
2,Punjab Kings,2,MW Short,13,7,P Simran Singh,4,4,17,11
2,Punjab Kings,3,Harpreet Singh,5,7,MW Short,21,15,28,22
2,Punjab Kings,4,Harpreet Singh,17,15,Sikandar Raza,13,15,30,30
2,Punjab Kings,5,Sikandar Raza,30,15,SM Curran,6,6,37,21
2,Punjab Kings,6,JM Sharma,2,4,Sikandar Raza,7,4,10,8
2,Punjab Kings,7,M Shahrukh Khan,8,5,Sikandar Raza,7,7,17,12
2,Punjab Kings,8,Harpreet Brar,6,4,M Shahrukh Khan,7,2,14,6
2,Punjab Kings,9,K Rabada,0,1,M Shahrukh Khan,8,3,8,4
