innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,18,5,Punjab Kings,MP Stoinis,SM Curran,HAS Khalid,wicket,upheld,False
2,18,2,Lucknow Super Giants,M Shahrukh Khan,Ravi Bishnoi,VK Sharma,wicket,struck down,False
