innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,SW Billings,53,7.1
1,Delhi Daredevils,2,SV Samson,63,8.5
1,Delhi Daredevils,3,SS Iyer,106,14.2
1,Delhi Daredevils,4,KK Nair,110,15.6
1,Delhi Daredevils,5,AD Mathews,145,18.2
1,Delhi Daredevils,6,RR Pant,153,19.1
1,Delhi Daredevils,7,CH Morris,167,20.5
2,Kolkata Knight Riders,1,C de Grandhomme,5,1.5
2,Kolkata Knight Riders,2,RV Uthappa,19,2.6
2,Kolkata Knight Riders,3,G Gambhir,21,3.5
2,Kolkata Knight Riders,4,YK Pathan,131,15.5
2,Kolkata Knight Riders,5,SA Yadav,152,18.5
2,Kolkata Knight Riders,6,CR Woakes,160,20.2
