innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Daredevils,1,SV Samson,32,20,SW Billings,21,17,53,37
1,Delhi Daredevils,2,KK Nair,3,5,SV Samson,7,5,10,10
1,Delhi Daredevils,3,SS Iyer,26,17,KK Nair,17,16,43,33
1,Delhi Daredevils,4,RR Pant,3,4,KK Nair,1,6,4,10
1,Delhi Daredevils,5,RR Pant,34,10,AD Mathews,1,4,35,14
1,Delhi Daredevils,6,CH Morris,5,3,RR Pant,1,2,8,5
1,Delhi Daredevils,7,PJ Cummins,3,4,CH Morris,11,6,14,10
1,Delhi Daredevils,8,Mohammed Shami,0,1,PJ Cummins,0,0,1,1
2,Kolkata Knight Riders,1,G Gambhir,4,3,C de Grandhomme,1,2,5,5
2,Kolkata Knight Riders,2,G Gambhir,10,5,RV Uthappa,4,2,14,7
2,Kolkata Knight Riders,3,G Gambhir,0,4,MK Pandey,1,1,2,5
2,Kolkata Knight Riders,4,MK Pandey,43,33,YK Pathan,59,39,110,72
2,Kolkata Knight Riders,5,MK Pandey,12,9,SA Yadav,7,9,21,18
2,Kolkata Knight Riders,6,CR Woakes,3,5,MK Pandey,5,4,8,9
2,Kolkata Knight Riders,7,SP Narine,1,1,MK Pandey,8,2,9,3
