innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kings XI Punjab,1,N Saini,12,17,Mandeep Singh,22,16,35,32
1,Kings XI Punjab,2,SE Marsh,6,9,N Saini,5,5,11,14
1,Kings XI Punjab,3,SE Marsh,11,17,DJ Hussey,20,14,33,31
1,Kings XI Punjab,4,DJ Hussey,48,26,DA Miller,34,17,89,43
2,Mumbai Indians,1,JEC Franklin,22,22,SR Tendulkar,28,25,52,47
2,Mumbai Indians,2,RG Sharma,1,4,SR Tendulkar,6,4,7,8
2,Mumbai Indians,3,KD Karthik,3,6,RG Sharma,4,4,7,10
2,Mumbai Indians,4,KA Pollard,3,7,RG Sharma,19,10,24,17
2,Mumbai Indians,5,AT Rayudu,15,11,RG Sharma,26,12,45,22
2,Mumbai Indians,6,Harbhajan Singh,0,2,AT Rayudu,0,0,0,2
2,Mumbai Indians,7,AT Rayudu,19,6,RJ Peterson,16,7,36,13
