match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
16,2015-04-19,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,43,1,10.75,12,3,2
21,2015-04-23,Delhi Daredevils,Feroz Shah Kotla,4.0,0,38,2,9.5,13,3,0
23,2015-04-25,Sunrisers Hyderabad,Wankhede Stadium,4.0,0,20,3,5.0,13,1,0
32,2015-05-01,Rajasthan Royals,Wankhede Stadium,4.0,0,31,3,7.75,9,4,0
35,2015-05-03,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,25,0,6.25,7,1,0
39,2015-05-05,Delhi Daredevils,Wankhede Stadium,4.0,0,37,0,9.25,7,1,0
43,2015-05-08,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,34,1,8.5,9,0,0
46,2015-05-10,Royal Challengers Bangalore,Wankhede Stadium,4.0,0,40,0,10.0,7,1,0
51,2015-05-14,Kolkata Knight Riders,Wankhede Stadium,4.0,0,31,1,7.75,8,3,0
56,2015-05-17,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,16,3,4.0,13,1,0
57,2015-05-19,Chennai Super Kings,Wankhede Stadium,3.0,0,46,1,15.33,5,3,0
60,2015-05-24,Chennai Super Kings,Eden Gardens,4.0,0,25,3,6.25,15,0,0
