match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
6,2026-04-02,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,41,0,10.25,8,0,0
10,2026-04-05,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,30,1,7.5,4,0,0
17,2026-04-11,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",4.0,0,33,3,8.25,8,1,0
21,2026-04-13,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3.0,0,28,0,9.33,5,0,0
27,2026-04-18,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3.0,0,18,1,6.0,7,0,0
31,2026-04-21,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,0,28,0,14.0,2,0,0
36,2026-04-25,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2.0,0,31,0,15.5,3,0,0
45,2026-05-03,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,31,1,7.75,6,0,0
49,2026-05-06,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,45,2,11.25,8,2,0
56,2026-05-12,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2.0,0,19,0,9.5,2,2,0
63,2026-05-18,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,20,0,6.67,3,0,0
67,2026-05-22,Royal Challengers Bengaluru,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,0,32,0,16.0,3,1,0
