innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,12,5,Kings XI Punjab,CH Gayle,Imran Tahir,PG Pathak,,struck down,False
1,18,3,Chennai Super Kings,DJ Hooda,L Ngidi,PG Pathak,,struck down,False
2,7,3,Chennai Super Kings,F du Plessis,M Ashwin,PG Pathak,,upheld,False
