match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2023-03-31,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",4.0,0,41,1,10.25,9,0,0
7,2023-04-04,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,27,0,6.75,11,0,0
13,2023-04-09,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",4.0,0,45,1,11.25,9,3,0
18,2023-04-13,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4.0,0,31,1,7.75,10,3,0
35,2023-04-25,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2.0,0,18,0,9.0,2,0,0
39,2023-04-29,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,25,2,6.25,12,0,0
44,2023-05-02,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",3.0,0,27,0,9.0,6,0,0
48,2023-05-05,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,24,1,6.0,7,0,0
73,2023-05-26,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",3.0,0,26,1,8.67,6,1,0
74,2023-05-29,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2.0,0,30,0,15.0,1,0,0
