match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2024-03-24,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",3.0,0,30,0,10.0,5,0,0
8,2024-03-27,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,46,1,11.5,5,0,0
25,2024-04-11,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",1.0,0,13,0,13.0,2,2,0
29,2024-04-14,Chennai Super Kings,"Wankhede Stadium, Mumbai",3.0,0,43,2,14.33,6,2,0
33,2024-04-18,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",4.0,0,33,1,8.25,9,3,0
38,2024-04-22,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",2.0,0,21,0,10.5,3,0,0
43,2024-04-27,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2.0,0,41,0,20.5,4,0,0
48,2024-04-30,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,26,2,6.5,8,1,0
51,2024-05-03,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",4.0,0,44,2,11.0,9,1,0
55,2024-05-06,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",4.0,0,31,3,7.75,7,1,0
60,2024-05-11,Kolkata Knight Riders,"Eden Gardens, Kolkata",3.0,0,32,0,10.67,4,0,0
67,2024-05-17,Lucknow Super Giants,"Wankhede Stadium, Mumbai",2.0,0,27,0,13.5,1,0,0
