innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,14,4,Gujarat Titans,Abhishek Sharma,M Prasidh Krishna,K Swaroopanand,wicket,struck down,True
2,16,2,Gujarat Titans,Aniket Verma,M Prasidh Krishna,K Swaroopanand,wicket,struck down,False
