innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,B Sai Sudharsan,87,7.5
1,Gujarat Titans,2,Shubman Gill,149,13.6
1,Gujarat Titans,3,JC Buttler,206,19.4
1,Gujarat Titans,4,Washington Sundar,218,20.2
1,Gujarat Titans,5,R Tewatia,224,20.5
1,Gujarat Titans,6,Rashid Khan,224,20.6
2,Sunrisers Hyderabad,1,TM Head,49,5.3
2,Sunrisers Hyderabad,2,Ishan Kishan,82,10.3
2,Sunrisers Hyderabad,3,Abhishek Sharma,139,15.6
2,Sunrisers Hyderabad,4,H Klaasen,141,16.3
2,Sunrisers Hyderabad,5,Aniket Verma,145,17.4
2,Sunrisers Hyderabad,6,PHKD Mendis,145,17.5
