match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2015-04-09,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",4.0,0,36,2,9.0,6,2,0
4,2015-04-11,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",4.0,0,25,2,6.25,5,2,0
12,2015-04-17,Mumbai Indians,Wankhede Stadium,4.0,0,30,2,7.5,5,0,0
15,2015-04-19,Rajasthan Royals,"Sardar Patel Stadium, Motera",2.2,0,30,1,12.86,3,0,0
20,2015-04-22,Royal Challengers Bangalore,M Chinnaswamy Stadium,3.0,0,25,1,8.33,5,0,0
24,2015-04-25,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",3.0,0,13,0,4.33,5,0,0
28,2015-04-28,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",3.0,0,22,3,7.33,7,0,0
30,2015-04-30,Kolkata Knight Riders,Eden Gardens,2.0,0,27,0,13.5,2,0,0
34,2015-05-02,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,25,3,6.25,11,0,0
37,2015-05-04,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",3.4,1,17,2,4.64,12,0,0
43,2015-05-08,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2.2,0,16,1,6.86,2,0,0
47,2015-05-10,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",4.0,0,43,2,10.75,3,0,1
53,2015-05-16,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2.0,0,20,1,10.0,2,0,0
57,2015-05-19,Mumbai Indians,Wankhede Stadium,4.0,0,40,3,10.0,5,3,0
59,2015-05-22,Royal Challengers Bangalore,JSCA International Stadium Complex,3.0,0,21,1,7.0,8,2,0
60,2015-05-24,Mumbai Indians,Eden Gardens,4.0,0,36,2,9.0,7,0,0
