innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,5,6,Delhi Capitals,DA Miller,I Sharma,VK Sharma,wicket,upheld,False
1,12,2,Gujarat Titans,R Tewatia,AR Patel,NA Patwardhan,wicket,struck down,True
2,1,6,Gujarat Titans,PP Shaw,S Sandeep Warrier,NA Patwardhan,wicket,struck down,True
2,3,1,Gujarat Titans,PP Shaw,S Sandeep Warrier,NA Patwardhan,wicket,struck down,False
