innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Gujarat Titans,death,23,3,37,3.73,1,22
1,Gujarat Titans,middle,36,3,36,6.0,4,18
1,Gujarat Titans,powerplay,30,4,32,5.62,4,19
2,Delhi Capitals,death,25,0,19,7.89,4,9
2,Delhi Capitals,middle,36,2,18,12.0,6,7
2,Delhi Capitals,powerplay,31,2,16,11.62,5,7
