innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Gujarat Titans,1,WP Saha,1,5,Shubman Gill,8,6,11,11
1,Gujarat Titans,2,B Sai Sudharsan,12,8,WP Saha,1,5,17,12
1,Gujarat Titans,3,DA Miller,0,1,B Sai Sudharsan,0,1,0,2
1,Gujarat Titans,4,DA Miller,2,5,A Manohar,0,0,2,5
1,Gujarat Titans,5,A Manohar,8,14,R Tewatia,7,8,17,21
1,Gujarat Titans,6,M Shahrukh Khan,0,1,R Tewatia,0,0,1,1
1,Gujarat Titans,7,Rashid Khan,15,9,R Tewatia,3,7,18,16
1,Gujarat Titans,8,MM Sharma,2,14,Rashid Khan,7,8,12,22
1,Gujarat Titans,9,Rashid Khan,9,7,Noor Ahmad,1,6,10,13
1,Gujarat Titans,10,SH Johnson,1,1,Noor Ahmad,0,1,1,2
2,Delhi Capitals,1,PP Shaw,1,2,J Fraser-McGurk,20,10,25,12
2,Delhi Capitals,2,PP Shaw,6,4,Abishek Porel,0,0,6,4
2,Delhi Capitals,3,SD Hope,18,7,Abishek Porel,15,7,34,14
2,Delhi Capitals,4,SD Hope,1,3,RR Pant,1,1,2,4
2,Delhi Capitals,5,Sumit Kumar,9,9,RR Pant,15,10,25,19
