innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,Shubman Gill,11,2.5
1,Gujarat Titans,2,WP Saha,28,4.5
1,Gujarat Titans,3,B Sai Sudharsan,28,5.1
1,Gujarat Titans,4,DA Miller,30,5.6
1,Gujarat Titans,5,A Manohar,47,9.3
1,Gujarat Titans,6,M Shahrukh Khan,48,9.4
1,Gujarat Titans,7,R Tewatia,66,12.2
1,Gujarat Titans,8,MM Sharma,78,15.6
1,Gujarat Titans,9,Rashid Khan,88,18.1
1,Gujarat Titans,10,Noor Ahmad,89,18.3
2,Delhi Capitals,1,J Fraser-McGurk,25,2.6
2,Delhi Capitals,2,PP Shaw,31,3.4
2,Delhi Capitals,3,Abishek Porel,65,5.6
2,Delhi Capitals,4,SD Hope,67,6.4
