innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,MR Marsh,77,6.1
1,Lucknow Super Giants,2,N Pooran,92,7.2
1,Lucknow Super Giants,3,JP Inglis,112,10.1
1,Lucknow Super Giants,4,RR Pant,115,10.4
1,Lucknow Super Giants,5,AK Markram,130,13.1
1,Lucknow Super Giants,6,Akshat Raghuwanshi,147,15.2
1,Lucknow Super Giants,7,Himmat Singh,197,20.4
1,Lucknow Super Giants,8,Mohammed Shami,197,20.5
2,Chennai Super Kings,1,SV Samson,45,4.4
2,Chennai Super Kings,2,Urvil Patel,126,10.2
2,Chennai Super Kings,3,RD Gaikwad,149,13.5
2,Chennai Super Kings,4,D Brevis,169,16.6
2,Chennai Super Kings,5,Kartik Sharma,169,17.1
