innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,16,6,Chennai Super Kings,Shahbaz Ahmed,Noor Ahmad,Amit Rana,wicket,struck down,True
2,14,6,Lucknow Super Giants,Kartik Sharma,DS Rathi,K Kelkar,wicket,struck down,False
2,19,3,Lucknow Super Giants,S Dube,Avesh Khan,Amit Rana,wicket,struck down,False
