match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2008-04-18,Kolkata Knight Riders,M Chinnaswamy Stadium,8,7,0,1,114.29,c M Kartik b AB Agarkar,4
5,2008-04-20,Mumbai Indians,Wankhede Stadium,25,24,0,1,104.17,c AM Nayar b Harbhajan Singh,4
12,2008-04-26,Rajasthan Royals,M Chinnaswamy Stadium,11,10,2,0,110.0,c MM Patel b SK Trivedi,4
15,2008-04-28,Chennai Super Kings,M Chinnaswamy Stadium,14,10,2,0,140.0,c MS Dhoni b Joginder Sharma,4
17,2008-04-30,Delhi Daredevils,Feroz Shah Kotla,54,44,6,1,122.73,b DL Vettori,4
21,2008-05-03,Deccan Chargers,M Chinnaswamy Stadium,6,5,1,0,120.0,b PP Ojha,4
25,2008-05-05,Kings XI Punjab,M Chinnaswamy Stadium,0,3,0,0,0.0,run out (SE Marsh),4
39,2008-05-17,Rajasthan Royals,Sawai Mansingh Stadium,20,29,2,0,68.97,c YK Pathan b SK Trivedi,4
43,2008-05-19,Delhi Daredevils,M Chinnaswamy Stadium,25,21,3,1,119.05,c KD Karthik b MF Maharoof,1
46,2008-05-21,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",5,5,1,0,100.0,c SP Fleming b MS Gony,1
51,2008-05-25,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",31,25,6,0,124.0,run out (LPC Silva),1
