match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2008-04-18,Kolkata Knight Riders,M Chinnaswamy Stadium,4.0,0,48,1,12.0,8,1,0
5,2008-04-20,Mumbai Indians,Wankhede Stadium,3.0,0,43,0,14.33,2,2,0
12,2008-04-26,Rajasthan Royals,M Chinnaswamy Stadium,1.0,0,7,0,7.0,2,0,0
15,2008-04-28,Chennai Super Kings,M Chinnaswamy Stadium,4.0,0,36,0,9.0,4,0,0
17,2008-04-30,Delhi Daredevils,Feroz Shah Kotla,4.0,0,39,2,9.75,6,0,0
21,2008-05-03,Deccan Chargers,M Chinnaswamy Stadium,4.0,0,35,1,8.75,5,0,0
25,2008-05-05,Kings XI Punjab,M Chinnaswamy Stadium,3.0,0,14,0,4.67,5,0,0
39,2008-05-17,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,39,0,9.75,6,1,0
43,2008-05-19,Delhi Daredevils,M Chinnaswamy Stadium,2.0,0,16,0,8.0,3,0,0
46,2008-05-21,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,15,0,3.75,13,0,0
51,2008-05-25,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",1.2,0,19,0,14.25,1,1,0
