match_number,date,opponent,venue,result,margin
5,2026-04-01,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",won,by 6 wickets
8,2026-04-04,Mumbai Indians,"Arun Jaitley Stadium, Delhi",won,by 6 wickets
14,2026-04-08,Gujarat Titans,"Arun Jaitley Stadium, Delhi",lost,by 1 runs
18,2026-04-11,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",lost,by 23 runs
26,2026-04-18,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",won,by 6 wickets
31,2026-04-21,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",lost,by 47 runs
35,2026-04-25,Punjab Kings,"Arun Jaitley Stadium, Delhi",lost,by 6 wickets
39,2026-04-27,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",lost,by 9 wickets
43,2026-05-01,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",won,by 7 wickets
