innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,V Kohli,7,2.2
1,Royal Challengers Bangalore,2,D Padikkal,15,4.3
1,Royal Challengers Bangalore,3,AJ Finch,56,11.2
1,Royal Challengers Bangalore,4,MM Ali,62,11.4
1,Royal Challengers Bangalore,5,S Dube,99,16.4
1,Royal Challengers Bangalore,6,Washington Sundar,111,18.1
1,Royal Challengers Bangalore,7,AB de Villiers,113,18.5
2,Sunrisers Hyderabad,1,SP Goswami,2,1.4
2,Sunrisers Hyderabad,2,DA Warner,43,6.4
2,Sunrisers Hyderabad,3,MK Pandey,55,9.3
2,Sunrisers Hyderabad,4,PK Garg,67,12.5
