match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2025-03-22,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",4,3,1,0,133.33,b Suyash Sharma,7
12,2025-03-31,Mumbai Indians,"Wankhede Stadium, Mumbai",5,11,1,0,45.45,b Ashwani Kumar,8
15,2025-04-03,Sunrisers Hyderabad,"Eden Gardens, Kolkata",1,2,0,0,50.0,run out (H Klaasen),7
21,2025-04-08,Lucknow Super Giants,"Eden Gardens, Kolkata",7,4,0,1,175.0,c DA Miller b SN Thakur,7
31,2025-04-15,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",17,11,1,2,154.55,b M Jansen,7
39,2025-04-21,Gujarat Titans,"Eden Gardens, Kolkata",21,15,3,1,140.0,st JC Buttler b Rashid Khan,6
48,2025-04-29,Delhi Capitals,"Arun Jaitley Stadium, Delhi",17,9,2,1,188.89,run out (Abishek Porel),7
53,2025-05-04,Rajasthan Royals,"Eden Gardens, Kolkata",57,25,4,6,228.0,not out,5
57,2025-05-07,Chennai Super Kings,"Eden Gardens, Kolkata",38,21,4,3,180.95,c D Brevis b Noor Ahmad,6
68,2025-05-25,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",0,1,0,0,0.0,lbw b Harsh Dubey,6
