innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,S Dhawan,28,4.4
1,Sunrisers Hyderabad,2,DA Warner,152,16.5
1,Sunrisers Hyderabad,3,KS Williamson,160,17.5
1,Sunrisers Hyderabad,4,NV Ojha,161,18.2
1,Sunrisers Hyderabad,5,DJ Hooda,190,20.1
2,Royal Challengers Bangalore,1,V Kohli,42,6.2
2,Royal Challengers Bangalore,2,KL Rahul,83,10.6
2,Royal Challengers Bangalore,3,SR Watson,90,12.2
2,Royal Challengers Bangalore,4,AB de Villiers,129,15.4
2,Royal Challengers Bangalore,5,Sachin Baby,152,18.1
2,Royal Challengers Bangalore,6,Parvez Rasool,179,20.6
