match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2011-04-09,Kochi Tuskers Kerala,Nehru Stadium,4.0,0,17,1,4.25,11,0,0
8,2011-04-12,Mumbai Indians,M Chinnaswamy Stadium,4.0,0,18,0,4.5,11,0,0
11,2011-04-14,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",4.0,0,29,0,7.25,7,0,0
14,2011-04-16,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,23,0,5.75,10,0,0
24,2011-04-22,Kolkata Knight Riders,Eden Gardens,4.0,0,28,1,7.0,10,1,0
30,2011-04-26,Delhi Daredevils,Feroz Shah Kotla,4.0,0,25,1,6.25,8,1,0
35,2011-04-29,Pune Warriors,M Chinnaswamy Stadium,4.0,0,23,1,5.75,9,0,0
47,2011-05-06,Kings XI Punjab,M Chinnaswamy Stadium,4.0,0,14,1,3.5,10,0,0
50,2011-05-08,Kochi Tuskers Kerala,M Chinnaswamy Stadium,4.0,0,24,2,6.0,10,0,0
69,2011-05-22,Chennai Super Kings,M Chinnaswamy Stadium,4.0,0,15,2,3.75,15,0,0
71,2011-05-24,Chennai Super Kings,Wankhede Stadium,3.4,0,42,0,11.45,4,0,0
73,2011-05-27,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",4.0,0,19,3,4.75,9,0,0
74,2011-05-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,34,0,8.5,5,0,0
