innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Deccan Chargers,1,S Sohal,1,4,S Dhawan,1,2,3,6
1,Deccan Chargers,2,S Dhawan,3,7,B Chipli,0,1,3,8
1,Deccan Chargers,3,B Chipli,4,9,KC Sangakkara,7,11,14,18
1,Deccan Chargers,4,KC Sangakkara,58,35,CL White,31,34,90,69
1,Deccan Chargers,5,KC Sangakkara,0,1,DT Christian,0,0,0,1
1,Deccan Chargers,6,DT Christian,9,11,DB Ravi Teja,7,4,17,15
1,Deccan Chargers,7,A Mishra,0,1,DB Ravi Teja,0,0,0,1
1,Deccan Chargers,8,DB Ravi Teja,1,1,MS Gony,0,1,2,2
2,Kochi Tuskers Kerala,1,BB McCullum,0,4,DPMD Jayawardene,0,0,0,4
2,Kochi Tuskers Kerala,2,PA Patel,0,3,DPMD Jayawardene,0,1,1,4
2,Kochi Tuskers Kerala,3,RV Gomez,0,1,DPMD Jayawardene,0,0,0,1
2,Kochi Tuskers Kerala,4,BJ Hodge,0,2,DPMD Jayawardene,0,0,1,2
2,Kochi Tuskers Kerala,5,KM Jadhav,0,2,DPMD Jayawardene,4,6,4,8
2,Kochi Tuskers Kerala,6,RA Jadeja,5,4,DPMD Jayawardene,0,1,5,5
2,Kochi Tuskers Kerala,7,RA Jadeja,11,17,NLTC Perera,22,23,36,40
2,Kochi Tuskers Kerala,8,R Vinay Kumar,17,16,RA Jadeja,7,14,26,30
2,Kochi Tuskers Kerala,9,R Vinay Kumar,1,3,S Sreesanth,0,1,1,4
2,Kochi Tuskers Kerala,10,RP Singh,0,1,S Sreesanth,0,0,0,1
