innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,S Sohal,3,1.6
1,Deccan Chargers,2,S Dhawan,6,3.2
1,Deccan Chargers,3,B Chipli,20,6.2
1,Deccan Chargers,4,CL White,110,17.5
1,Deccan Chargers,5,KC Sangakkara,110,17.6
1,Deccan Chargers,6,DT Christian,127,20.3
1,Deccan Chargers,7,A Mishra,127,20.4
2,Kochi Tuskers Kerala,1,BB McCullum,0,1.4
2,Kochi Tuskers Kerala,2,PA Patel,1,2.2
2,Kochi Tuskers Kerala,3,RV Gomez,1,2.3
2,Kochi Tuskers Kerala,4,BJ Hodge,2,2.5
2,Kochi Tuskers Kerala,5,KM Jadhav,6,4.1
2,Kochi Tuskers Kerala,6,DPMD Jayawardene,11,4.6
2,Kochi Tuskers Kerala,7,NLTC Perera,47,11.4
2,Kochi Tuskers Kerala,8,RA Jadeja,73,16.4
2,Kochi Tuskers Kerala,9,R Vinay Kumar,74,17.2
2,Kochi Tuskers Kerala,10,RP Singh,74,17.3
