innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Deccan Chargers,S Sohal,1,4,0,0,25.0,lbw b RP Singh,1
1,Deccan Chargers,S Dhawan,4,9,0,0,44.44,c RV Gomez b RP Singh,2
1,Deccan Chargers,B Chipli,4,10,0,0,40.0,c S Sreesanth b R Vinay Kumar,3
1,Deccan Chargers,KC Sangakkara,65,47,10,0,138.3,c PA Patel b R Vinay Kumar,4
1,Deccan Chargers,CL White,31,34,2,1,91.18,c DPMD Jayawardene b R Vinay Kumar,5
1,Deccan Chargers,DT Christian,9,11,0,0,81.82,b NLTC Perera,6
1,Deccan Chargers,DB Ravi Teja,8,5,1,0,160.0,not out,7
1,Deccan Chargers,A Mishra,0,1,0,0,0.0,"run out (PA Patel, NLTC Perera)",8
1,Deccan Chargers,MS Gony,0,1,0,0,0.0,not out,9
2,Kochi Tuskers Kerala,BB McCullum,0,4,0,0,0.0,c KC Sangakkara b DW Steyn,1
2,Kochi Tuskers Kerala,DPMD Jayawardene,4,8,1,0,50.0,c KC Sangakkara b I Sharma,2
2,Kochi Tuskers Kerala,PA Patel,0,3,0,0,0.0,c KC Sangakkara b I Sharma,3
2,Kochi Tuskers Kerala,RV Gomez,0,1,0,0,0.0,b I Sharma,4
2,Kochi Tuskers Kerala,BJ Hodge,0,2,0,0,0.0,b I Sharma,5
2,Kochi Tuskers Kerala,KM Jadhav,0,2,0,0,0.0,lbw b I Sharma,6
2,Kochi Tuskers Kerala,RA Jadeja,23,35,2,0,65.71,c DT Christian b A Mishra,7
2,Kochi Tuskers Kerala,NLTC Perera,22,23,4,0,95.65,c CL White b MS Gony,8
2,Kochi Tuskers Kerala,R Vinay Kumar,18,19,2,0,94.74,b DW Steyn,9
2,Kochi Tuskers Kerala,S Sreesanth,0,1,0,0,0.0,not out,10
2,Kochi Tuskers Kerala,RP Singh,0,1,0,0,0.0,b DW Steyn,11
