innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Deccan Chargers,death,39,4,30,7.8,4,7
1,Deccan Chargers,middle,70,0,54,7.78,9,19
1,Deccan Chargers,powerplay,20,3,36,3.33,1,26
2,Kochi Tuskers Kerala,death,27,3,35,4.63,2,15
2,Kochi Tuskers Kerala,middle,24,1,34,4.24,3,21
2,Kochi Tuskers Kerala,powerplay,23,6,30,4.6,4,22
