innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,14,3,Sunrisers Hyderabad,SK Raina,CR Brathwaite,M Erasmus,,upheld,False
2,15,5,Sunrisers Hyderabad,AT Rayudu,Rashid Khan,S Ravi,,struck down,False
