innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Lucknow Super Giants,death,69,1,30,13.8,10,6
1,Lucknow Super Giants,middle,73,1,54,8.11,4,12
1,Lucknow Super Giants,powerplay,35,2,36,5.83,3,19
2,Mumbai Indians,death,47,2,30,9.4,3,12
2,Mumbai Indians,middle,67,3,54,7.44,9,21
2,Mumbai Indians,powerplay,58,0,36,9.67,7,11
