match_number,date,opponent,catches,stumpings,run_outs
2,2009-04-18,Royal Challengers Bangalore,1,0,0
33,2009-05-07,Royal Challengers Bangalore,2,0,0
53,2009-05-20,Kolkata Knight Riders,1,0,0
