match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2025-03-24,Lucknow Super Giants,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2.0,0,22,1,11.0,4,1,0
10,2025-03-30,Sunrisers Hyderabad,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2.0,0,17,0,8.5,3,2,0
17,2025-04-05,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,36,1,9.0,3,1,0
24,2025-04-10,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",3.0,1,26,1,8.67,10,3,0
29,2025-04-13,Mumbai Indians,"Arun Jaitley Stadium, Delhi",4.0,0,38,1,9.5,9,1,0
32,2025-04-16,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",3.0,0,31,0,10.33,5,0,0
35,2025-04-19,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,40,1,10.0,5,2,1
40,2025-04-22,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,33,4,8.25,11,0,0
46,2025-04-27,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",3.3,0,51,0,14.57,7,0,1
48,2025-04-29,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",2.0,0,17,0,8.5,6,2,0
63,2025-05-21,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,48,2,12.0,7,0,0
66,2025-05-24,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",4.0,0,49,1,12.25,9,4,0
