innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rising Pune Supergiant,AM Rahane,6,8,0,0,75.0,c AF Milne b S Badree,1
1,Rising Pune Supergiant,RA Tripathi,37,28,4,1,132.14,c KM Jadhav b P Negi,2
1,Rising Pune Supergiant,SPD Smith,45,32,5,1,140.62,c AF Milne b STR Binny,3
1,Rising Pune Supergiant,MK Tiwary,44,35,4,1,125.71,not out,4
1,Rising Pune Supergiant,MS Dhoni,21,17,1,1,123.53,not out,5
2,Royal Challengers Bangalore,TM Head,2,5,0,0,40.0,b JD Unadkat,1
2,Royal Challengers Bangalore,V Kohli,55,48,4,1,114.58,c MA Agarwal b DT Christian,2
2,Royal Challengers Bangalore,AB de Villiers,3,8,0,0,37.5,c MK Tiwary b LH Ferguson,3
2,Royal Challengers Bangalore,KM Jadhav,7,12,1,0,58.33,"run out (LH Ferguson, MS Dhoni)",4
2,Royal Challengers Bangalore,Sachin Baby,2,4,0,0,50.0,c SPD Smith b Washington Sundar,5
2,Royal Challengers Bangalore,STR Binny,1,7,0,0,14.29,c Washington Sundar b LH Ferguson,6
2,Royal Challengers Bangalore,P Negi,3,7,0,0,42.86,c DT Christian b Imran Tahir,7
2,Royal Challengers Bangalore,AF Milne,5,8,0,0,62.5,c SPD Smith b Imran Tahir,8
2,Royal Challengers Bangalore,S Badree,2,7,0,0,28.57,b Imran Tahir,9
2,Royal Challengers Bangalore,S Aravind,8,5,1,0,160.0,not out,10
2,Royal Challengers Bangalore,YS Chahal,4,9,0,0,44.44,not out,11
