innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kings XI Punjab,Azhar Mahmood,4.0,0,19,2,4.75,10,0,0
1,Kings XI Punjab,P Awana,4.0,0,16,1,4.0,14,0,0
1,Kings XI Punjab,P Kumar,4.0,0,31,2,7.75,9,1,0
1,Kings XI Punjab,PP Chawla,4.0,0,19,1,4.75,11,0,0
1,Kings XI Punjab,RJ Harris,4.0,0,12,1,3.0,17,0,0
2,Pune Warriors,AB Dinda,2.0,0,28,0,14.0,3,1,0
2,Pune Warriors,AD Mathews,2.0,0,12,1,6.0,4,0,0
2,Pune Warriors,B Kumar,2.0,0,16,0,8.0,7,0,0
2,Pune Warriors,MR Marsh,3.2,0,24,0,7.2,7,1,1
2,Pune Warriors,R Sharma,3.0,0,20,1,6.67,8,0,0
