match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
57,2016-05-24,Gujarat Lions,M Chinnaswamy Stadium,33,25,3,1,132.0,not out,8
60,2016-05-29,Sunrisers Hyderabad,M Chinnaswamy Stadium,4,2,1,0,200.0,not out,9
