innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bengaluru,C Green,2.0,0,25,0,12.5,3,0,0
1,Royal Challengers Bengaluru,GJ Maxwell,4.0,0,23,2,5.75,12,1,0
1,Royal Challengers Bengaluru,Mayank Dagar,2.0,0,23,0,11.5,2,1,0
1,Royal Challengers Bengaluru,Mohammed Siraj,4.0,0,47,1,11.75,11,3,0
1,Royal Challengers Bengaluru,RJW Topley,4.0,0,39,1,9.75,11,1,0
1,Royal Challengers Bengaluru,Yash Dayal,4.0,0,24,1,6.0,12,0,0
2,Lucknow Super Giants,KH Pandya,1.0,0,10,0,10.0,0,0,0
2,Lucknow Super Giants,M Siddharth,3.0,0,21,1,7.0,7,0,0
2,Lucknow Super Giants,MP Stoinis,1.0,0,9,1,9.0,3,1,0
2,Lucknow Super Giants,MP Yadav,4.0,0,14,3,3.5,16,0,0
2,Lucknow Super Giants,Naveen-ul-Haq,3.4,0,25,2,6.82,13,1,0
2,Lucknow Super Giants,Ravi Bishnoi,3.0,0,33,0,11.0,6,2,0
2,Lucknow Super Giants,Yash Thakur,4.0,0,38,1,9.5,6,0,0
