innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Lucknow Super Giants,1,Q de Kock,32,19,KL Rahul,20,14,53,33
1,Lucknow Super Giants,2,D Padikkal,6,11,Q de Kock,11,9,20,20
1,Lucknow Super Giants,3,MP Stoinis,24,15,Q de Kock,27,15,56,30
1,Lucknow Super Giants,4,N Pooran,3,4,Q de Kock,11,13,14,17
1,Lucknow Super Giants,5,A Badoni,0,3,N Pooran,5,5,5,8
1,Lucknow Super Giants,6,N Pooran,32,12,KH Pandya,0,0,33,12
2,Royal Challengers Bengaluru,1,V Kohli,22,16,F du Plessis,18,10,40,26
2,Royal Challengers Bengaluru,2,RM Patidar,1,2,F du Plessis,1,3,2,5
2,Royal Challengers Bengaluru,3,RM Patidar,1,1,GJ Maxwell,0,2,1,3
2,Royal Challengers Bengaluru,4,C Green,9,9,RM Patidar,5,3,15,12
2,Royal Challengers Bengaluru,5,Anuj Rawat,11,21,RM Patidar,19,10,36,31
2,Royal Challengers Bengaluru,6,MK Lomror,5,4,RM Patidar,3,5,9,9
2,Royal Challengers Bengaluru,7,KD Karthik,4,8,MK Lomror,27,7,33,15
2,Royal Challengers Bengaluru,8,Mayank Dagar,0,1,MK Lomror,1,1,1,2
2,Royal Challengers Bengaluru,9,RJW Topley,1,3,MK Lomror,0,1,1,4
2,Royal Challengers Bengaluru,10,Mohammed Siraj,12,8,RJW Topley,2,3,15,11
