innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Lucknow Super Giants,death,50,2,30,10.0,8,15
1,Lucknow Super Giants,middle,77,2,54,8.56,8,20
1,Lucknow Super Giants,powerplay,54,1,36,9.0,8,16
2,Royal Challengers Bengaluru,death,59,6,42,8.43,8,19
2,Royal Challengers Bengaluru,middle,50,1,41,7.32,5,19
2,Royal Challengers Bengaluru,powerplay,44,3,35,7.54,6,13
